deptid,reasonid,department,reason,deptshort,good,NumberHits,childid,first_name,familyid,last_name,age,divorcedparents,addressid1,Street,number,city,country,iso2Country,iso3Country,eu,addressid2,street2,number2
101,1002,Scholar Behavior Analysis Department,Bullying peers,SBAD,N,194,101769,King,422325,Molson,7,0,343325,Morningstar Parkway,198,Castanheira,Portugal,PT,PRT,Y,,,
437,7653,Awesome Behavior Detection Department,Exceptional behaviour at school,ABDD,Y,191,116354,Maryjo,431272,Ponnsett,9,1,352272,Pleasure Junction,51,Moravče,Slovenia,SI,SVN,Y,787747,Canary Hill,248
101,1002,Scholar Behavior Analysis Department,Bullying peers,SBAD,N,194,102453,Timotheus,422733,Voller,2,0,343733,Utah Plaza,122,Youngstown,United States,US,USA,N,,,
256,3878,Affective Empathy Analysis Department,Disregard for rules,AEAD,N,183,114426,Orlan,430105,Stilling,4,0,351105,Stuart Trail,60,Savannah,United States,US,USA,N,,,
437,7653,Awesome Behavior Detection Department,Exceptional behaviour at school,ABDD,Y,191,116266,Ric,431216,McGaffey,1,0,352216,Messerschmidt Point,58,Sępopol,Poland,PL,POL,Y,,,
256,3875,Affective Empathy Analysis Department,Repetitive tantrums,AEAD,N,201,110123,Calley,427464,Mechan,3,0,348464,Mockingbird Plaza,174,Łaskarzew,Poland,PL,POL,Y,,,
123,2406,Dietary Intake Analysis Department,Too much sugar,DIAD,N,143,105400,Humberto,424547,Brighouse,14,0,345547,Buell Pass,157,Smečno,Czech Republic,CZ,CZE,Y,,,
256,3877,Affective Empathy Analysis Department,Room messed up,AEAD,N,179,113292,Geordie,429397,Renoden,9,0,350397,Reinke Terrace,81,Luleå,Sweden,SE,SWE,Y,,,
101,1003,Scholar Behavior Analysis Department,Disrespect teachers,SBAD,N,179,102901,Tremain,423010,Marchelli,4,0,344010,Melby Avenue,35,Piława Górna,Poland,PL,POL,Y,,,
256,3878,Affective Empathy Analysis Department,Disregard for rules,AEAD,N,183,114374,Marv,430074,Secrett,7,0,351074,Schurz Hill,24,Fullerton,United States,US,USA,N,,,
123,2409,Dietary Intake Analysis Department,Snacking between meals,DIAD,N,170,109739,Berenice,427238,Hadlow,16,0,348238,Hazelcrest Pass,52,La Palma,Mexico,MX,MEX,N,,,
123,2407,Dietary Intake Analysis Department,Not eating veggies,DIAD,N,190,107088,Bonny,425582,Cushion,5,1,346582,Darwin Way,55,Bremen,Germany,DE,DEU,Y,787048,Esker Place,87
256,3876,Affective Empathy Analysis Department,Not listening to parents,AEAD,N,175,112141,Joshuah,428699,Nuss,7,0,349699,Northland Pass,151,Portela,Portugal,PT,PRT,Y,,,
101,1003,Scholar Behavior Analysis Department,Disrespect teachers,SBAD,N,179,103593,Effie,423437,Cardus,6,0,344437,Carey Alley,6,Aurillac,France,FR,FRA,Y,,,
123,2406,Dietary Intake Analysis Department,Too much sugar,DIAD,N,143,105457,Stefano,424579,Plunkett,15,0,345579,Pine View Junction,23,Laško,Slovenia,SI,SVN,Y,,,
123,2409,Dietary Intake Analysis Department,Snacking between meals,DIAD,N,170,108786,Dick,426648,Asbery,2,0,347648,American Place,17,Repentigny,Canada,CA,CAN,N,,,
256,3876,Affective Empathy Analysis Department,Not listening to parents,AEAD,N,175,111399,Jill,428244,Poschel,7,0,349244,Pond Crossing,3,Radeče,Slovenia,SI,SVN,Y,,,
101,1003,Scholar Behavior Analysis Department,Disrespect teachers,SBAD,N,179,102935,Monroe,423029,Ponnsett,4,0,344029,Pleasure Junction,214,Moravče,Slovenia,SI,SVN,Y,,,
123,2408,Dietary Intake Analysis Department,Only eating with supervision,DIAD,N,164,108520,Johanna,426486,Comelli,7,0,347486,Commercial Lane,21,Angoulême,France,FR,FRA,Y,,,
256,3877,Affective Empathy Analysis Department,Room messed up,AEAD,N,179,112933,Cordelia,429185,St. Leger,3,0,350185,Stephen Crossing,68,Saint Augustine,United States,US,USA,N,,,
101,1002,Scholar Behavior Analysis Department,Bullying peers,SBAD,N,194,101544,Tynan,422195,Davidofski,0,0,343195,Debs Trail,119,Braunschweig,Germany,DE,DEU,Y,,,
256,3875,Affective Empathy Analysis Department,Repetitive tantrums,AEAD,N,201,109985,Hilarius,427380,Fontenot,6,1,348380,Forest Run Street,155,‘Afula ‘Illit,Israel,IL,ISR,N,787254,Surrey Place,16
437,7654,Awesome Behavior Detection Department,An angel fallen from heaven,ABDD,Y,197,117211,Janek,431806,Jaeggi,6,1,352806,Karstens Crossing,219,Eindhoven,Netherlands,NL,NLD,Y,787820,Washington Drive,131
123,2409,Dietary Intake Analysis Department,Snacking between meals,DIAD,N,170,108740,Barr,426622,Blaylock,16,1,347622,Birchwood Road,59,Dolní Lhota,Czech Republic,CZ,CZE,Y,,,
437,7652,Awesome Behavior Detection Department,Exceptional behaviour at home,ABDD,Y,194,115079,Samantha,430497,Million,13,0,351497,Monument Pass,47,Ribeiro,Portugal,PT,PRT,Y,,,
256,3877,Affective Empathy Analysis Department,Room messed up,AEAD,N,179,112699,Raynard,429039,Badrick,8,0,350039,Anniversary Parkway,167,Pichilemu,Chile,CL,CHL,N,,,
256,3875,Affective Empathy Analysis Department,Repetitive tantrums,AEAD,N,201,110516,Emmalyn,427697,Langeley,13,0,348697,Londonderry Junction,209,Maungatapere,New Zealand,NZ,NZL,N,,,
256,3875,Affective Empathy Analysis Department,Repetitive tantrums,AEAD,N,201,110325,Xenos,427579,Lawrance,4,1,348579,Lotheville Point,188,Ulset,Norway,NO,NOR,N,787278,Eastwood Hill,242
256,3877,Affective Empathy Analysis Department,Room messed up,AEAD,N,179,112297,Guillaume,428793,Durrand,16,1,349793,Eastlawn Drive,226,Erfurt,Germany,DE,DEU,Y,787425,New Castle Road,6
437,7654,Awesome Behavior Detection Department,An angel fallen from heaven,ABDD,Y,197,117721,Wynne,432126,McCrae,4,0,353126,Merry Drive,62,Suwałki,Poland,PL,POL,Y,,,
256,3876,Affective Empathy Analysis Department,Not listening to parents,AEAD,N,175,111637,Alberik,428391,Overlow,7,0,349391,Oak Way,55,Casal,Portugal,PT,PRT,Y,,,
123,2409,Dietary Intake Analysis Department,Snacking between meals,DIAD,N,170,109425,Kin,427046,Wyd,15,1,348046,Weeping Birch Street,96,Roanoke,United States,US,USA,N,787219,Rutledge Park,85
256,3877,Affective Empathy Analysis Department,Room messed up,AEAD,N,179,112514,Iolande,428918,Ponten,18,1,349918,Pleasure Lane,19,Moste,Slovenia,SI,SVN,Y,787441,Westport Way,60
123,2407,Dietary Intake Analysis Department,Not eating veggies,DIAD,N,190,107260,Bailey,425690,Culverhouse,12,1,346690,Dapin Pass,223,Nürnberg,Germany,DE,DEU,Y,,,
101,1003,Scholar Behavior Analysis Department,Disrespect teachers,SBAD,N,179,103857,Debi,423617,Ridgeway,2,0,344617,Ridgeway Parkway,23,Vadstena,Sweden,SE,SWE,Y,,,
256,3875,Affective Empathy Analysis Department,Repetitive tantrums,AEAD,N,201,110904,Vinnie,427945,Dreus,5,0,348945,Drewry Way,193,Saarbrücken,Germany,DE,DEU,Y,,,
256,3877,Affective Empathy Analysis Department,Room messed up,AEAD,N,179,112835,Retha,429125,Ferryman,3,1,350125,Fieldstone Pass,18,Cashel,Ireland,IE,IRL,Y,787467,Longview Parkway,52
123,2408,Dietary Intake Analysis Department,Only eating with supervision,DIAD,N,164,108261,Beverley,426337,Edwardson,11,0,347337,Elka Court,149,Gérakas,Greece,GR,GRC,Y,,,
123,2406,Dietary Intake Analysis Department,Too much sugar,DIAD,N,143,105425,Worthington,424565,Dunkerly,13,1,345565,Eagle Crest Hill,142,Magdeburg,Germany,DE,DEU,Y,786912,Homewood Court,233
123,2409,Dietary Intake Analysis Department,Snacking between meals,DIAD,N,170,108969,Laraine,426765,Fairbourn,16,0,347765,Fair Oaks Alley,116,Rizómata,Greece,GR,GRC,Y,,,
123,2407,Dietary Intake Analysis Department,Not eating veggies,DIAD,N,190,106485,Joya,425219,Fettes,16,1,346219,Fieldstone Road,142,Donabate,Ireland,IE,IRL,Y,,,
437,7653,Awesome Behavior Detection Department,Exceptional behaviour at school,ABDD,Y,191,116547,Natale,431389,Tyght,14,0,352389,Towne Park,202,Reno,United States,US,USA,N,,,
101,1002,Scholar Behavior Analysis Department,Bullying peers,SBAD,N,194,102235,Merry,422602,Ottosen,12,0,343602,Oak Valley Park,159,Barrosas,Portugal,PT,PRT,Y,,,
437,7654,Awesome Behavior Detection Department,An angel fallen from heaven,ABDD,Y,197,117781,Corbin,432167,Glauber,7,0,353167,Grayhawk Way,57,Sōka,Japan,JP,JPN,N,,,
437,7652,Awesome Behavior Detection Department,Exceptional behaviour at home,ABDD,Y,194,115041,Annora,430476,Ashwell,14,0,351476,Amoth Junction,22,Saint-Raymond,Canada,CA,CAN,N,,,
123,2406,Dietary Intake Analysis Department,Too much sugar,DIAD,N,143,105265,Marv,424460,Crosscombe,2,0,345460,Dahle Center,182,Karlsruhe,Germany,DE,DEU,Y,,,
256,3877,Affective Empathy Analysis Department,Room messed up,AEAD,N,179,112728,Glendon,429057,Abramowitz,17,0,350057,3rd Avenue,93,Blackfalds,Canada,CA,CAN,N,,,
256,3876,Affective Empathy Analysis Department,Not listening to parents,AEAD,N,175,112120,Odelle,428686,Bevans,9,0,349686,Bay Junction,225,Tópaga,Colombia,CO,COL,N,,,
256,3877,Affective Empathy Analysis Department,Room messed up,AEAD,N,179,112313,Estrella,428802,Berndtsson,15,0,349802,Bashford Park,129,San Antonio,Colombia,CO,COL,N,,,
101,1002,Scholar Behavior Analysis Department,Bullying peers,SBAD,N,194,102409,Emilia,422709,Tire,10,1,343709,Talisman Parkway,194,Lansing,United States,US,USA,N,786687,Aberg Center,198
123,2406,Dietary Intake Analysis Department,Too much sugar,DIAD,N,143,105777,Mattheus,424772,Faragher,9,0,345772,Fairfield Junction,97,Sámi,Greece,GR,GRC,Y,,,
101,1002,Scholar Behavior Analysis Department,Bullying peers,SBAD,N,194,102574,Olivia,422803,Bushell,14,1,343803,Butternut Park,94,Alastaro,Finland,FI,FIN,Y,786697,Magdeline Crossing,22
123,2406,Dietary Intake Analysis Department,Too much sugar,DIAD,N,143,106167,Meta,425016,Jeandeau,4,0,346016,Kennedy Alley,199,Tilburg,Netherlands,NL,NLD,Y,,,
101,1002,Scholar Behavior Analysis Department,Bullying peers,SBAD,N,194,102518,Bartlett,422772,Holme,11,0,343772,Huxley Place,54,Doetinchem,Netherlands,NL,NLD,Y,,,
437,7653,Awesome Behavior Detection Department,Exceptional behaviour at school,ABDD,Y,191,115870,Kordula,430984,Gardiner,17,1,351984,Glacier Hill Junction,31,Iwanai,Japan,JP,JPN,N,787720,Pleasure Terrace,145
123,2407,Dietary Intake Analysis Department,Not eating veggies,DIAD,N,190,107276,Madeleine,425700,Kleewein,3,1,346700,Leroy Lane,247,Rotterdam,Netherlands,NL,NLD,Y,787061,Gateway Terrace,138
256,3875,Affective Empathy Analysis Department,Repetitive tantrums,AEAD,N,201,110127,Kyrstin,427466,Bartoszewicz,13,0,348466,Armistice Terrace,3,Cruces de Anorí,Colombia,CO,COL,N,,,
101,1002,Scholar Behavior Analysis Department,Bullying peers,SBAD,N,194,102217,Dianemarie,422593,Alejandre,1,0,343593,6th Road,242,Port Moody,Canada,CA,CAN,N,,,
101,1002,Scholar Behavior Analysis Department,Bullying peers,SBAD,N,194,102450,Averil,422730,Larrett,4,0,343730,Longview Point,174,Waihi Beach,New Zealand,NZ,NZL,N,,,
256,3876,Affective Empathy Analysis Department,Not listening to parents,AEAD,N,175,111894,Kelby,428545,Larrie,4,0,349545,Longview Road,195,Waitakere,New Zealand,NZ,NZL,N,,,
437,7652,Awesome Behavior Detection Department,Exceptional behaviour at home,ABDD,Y,194,114916,Jere,430394,Dunkley,3,0,351394,Eagle Crest Lane,135,Magdeburg,Germany,DE,DEU,Y,,,
101,1003,Scholar Behavior Analysis Department,Disrespect teachers,SBAD,N,179,103591,Berte,423436,Truckell,13,1,344436,Toban Lane,196,Newark,United States,US,USA,N,786763,Westend Center,210
256,3876,Affective Empathy Analysis Department,Not listening to parents,AEAD,N,175,111375,Cybill,428227,Blethin,6,1,349227,Blackbird Drive,96,Fryčovice,Czech Republic,CZ,CZE,Y,787354,Duke Road,175
437,7654,Awesome Behavior Detection Department,An angel fallen from heaven,ABDD,Y,197,117929,Therese,432258,Sabin,0,0,353258,Rutledge Junction,110,Säter,Sweden,SE,SWE,Y,,,
123,2409,Dietary Intake Analysis Department,Snacking between meals,DIAD,N,170,109721,Sargent,427228,Conkling,10,0,348228,Continental Lane,143,Carpentras,France,FR,FRA,Y,,,
101,1003,Scholar Behavior Analysis Department,Disrespect teachers,SBAD,N,179,103355,Emmott,423291,Whylie,12,0,344291,Village Street,220,Fort Worth,United States,US,USA,N,,,
101,1003,Scholar Behavior Analysis Department,Disrespect teachers,SBAD,N,179,102942,Johna,423036,Chene,17,0,344036,Chive Place,82,Levallois-Perret,France,FR,FRA,Y,,,
101,1003,Scholar Behavior Analysis Department,Disrespect teachers,SBAD,N,179,103914,Lexy,423646,Jelley,11,0,344646,Kensington Alley,6,Waalwijk,Netherlands,NL,NLD,Y,,,
256,3878,Affective Empathy Analysis Department,Disregard for rules,AEAD,N,183,113596,Selinda,429582,Gouck,9,0,350582,Haas Park,64,Baldone,Latvia,LV,LVA,Y,,,
437,7654,Awesome Behavior Detection Department,An angel fallen from heaven,ABDD,Y,197,118208,Janella,432435,La Torre,4,1,353435,Little Fleur Terrace,5,Almere Haven,Netherlands,NL,NLD,Y,787888,Troy Way,66
123,2407,Dietary Intake Analysis Department,Not eating veggies,DIAD,N,190,106252,Lynnet,425072,Gibbins,13,0,346072,Graceland Terrace,225,Neyagawa,Japan,JP,JPN,N,,,
123,2407,Dietary Intake Analysis Department,Not eating veggies,DIAD,N,190,106855,Velma,425442,Sighart,9,1,346442,Shopko Court,63,Denver,United States,US,USA,N,787029,Main Place,244
437,7652,Awesome Behavior Detection Department,Exceptional behaviour at home,ABDD,Y,194,114926,Nani,430401,Adnams,2,0,351401,4th Pass,180,Vegreville,Canada,CA,CAN,N,,,
123,2406,Dietary Intake Analysis Department,Too much sugar,DIAD,N,143,105683,Rosabella,424711,Stallion,0,0,345711,Stone Corner Avenue,245,Saint Petersburg,United States,US,USA,N,,,
123,2407,Dietary Intake Analysis Department,Not eating veggies,DIAD,N,190,106293,Stewart,425098,Corcoran,0,0,346098,Corben Circle,26,Annecy,France,FR,FRA,Y,,,
123,2408,Dietary Intake Analysis Department,Only eating with supervision,DIAD,N,164,108412,Cayla,426429,Biever,17,0,347429,Bayside Street,64,Heredia,Costa Rica,CR,CRI,N,,,
123,2407,Dietary Intake Analysis Department,Not eating veggies,DIAD,N,190,107004,Dick,425531,Steen,7,0,346531,Straubel Pass,184,Lawrenceville,United States,US,USA,N,,,
437,7653,Awesome Behavior Detection Department,Exceptional behaviour at school,ABDD,Y,191,116531,Hernando,431379,Morby,1,1,352379,Mosinee Court,119,Gondifelos,Portugal,PT,PRT,Y,787761,Clemons Street,218
101,1003,Scholar Behavior Analysis Department,Disrespect teachers,SBAD,N,179,103588,Odilia,423434,Haylands,12,0,344434,Hoffman Street,10,Solidaridad,Mexico,MX,MEX,N,,,
437,7653,Awesome Behavior Detection Department,Exceptional behaviour at school,ABDD,Y,191,116405,Jocelin,431301,Vouls,1,0,352301,Vahlen Alley,118,Oklahoma City,United States,US,USA,N,,,
256,3878,Affective Empathy Analysis Department,Disregard for rules,AEAD,N,183,113612,Torrey,429592,Occleshaw,6,0,350592,Northwestern Point,42,Lisboa,Portugal,PT,PRT,Y,,,
256,3876,Affective Empathy Analysis Department,Not listening to parents,AEAD,N,175,111999,Dino,428606,Sickert,3,0,349606,Sherman Lane,92,Colorado Springs,United States,US,USA,N,,,
123,2409,Dietary Intake Analysis Department,Snacking between meals,DIAD,N,170,109782,Far,427265,Samson,7,0,348265,Sachs Junction,100,Luzern,Switzerland,CH,CHE,N,,,
101,1004,Scholar Behavior Analysis Department,Ditching classes,SBAD,N,166,104464,Porty,423986,Curror,2,0,344986,Darwin Pass,197,Nürnberg,Germany,DE,DEU,Y,,,
101,1004,Scholar Behavior Analysis Department,Ditching classes,SBAD,N,166,104257,Corbett,423856,Dakers,4,1,344856,Daystar Place,191,Bremerhaven,Germany,DE,DEU,Y,,,
437,7653,Awesome Behavior Detection Department,Exceptional behaviour at school,ABDD,Y,191,116258,Gherardo,431211,Ringwood,0,0,352211,Rieder Park,234,Jönköping,Sweden,SE,SWE,Y,,,
101,1001,Scholar Behavior Analysis Department,Bad scores,SBAD,N,174,101528,Arlette,422185,Fones,4,0,343185,Forest Run Plaza,71,Tirat Karmel,Israel,IL,ISR,N,,,
437,7653,Awesome Behavior Detection Department,Exceptional behaviour at school,ABDD,Y,191,116498,Crissy,431361,Ashwood,3,0,352361,Amoth Junction,5,Saint-Raymond,Canada,CA,CAN,N,,,
256,3877,Affective Empathy Analysis Department,Room messed up,AEAD,N,179,112867,Thornton,429146,Hasser,11,1,350146,Hoard Terrace,57,Guadalupe Victoria,Mexico,MX,MEX,N,787470,Holmberg Lane,9
101,1001,Scholar Behavior Analysis Department,Bad scores,SBAD,N,174,100355,Adora,421463,Stirland,17,0,342463,Sugar Center,134,Savannah,United States,US,USA,N,,,
437,7653,Awesome Behavior Detection Department,Exceptional behaviour at school,ABDD,Y,191,116829,Lammond,431571,Sidery,11,0,352571,Sherman Place,203,Colorado Springs,United States,US,USA,N,,,
123,2409,Dietary Intake Analysis Department,Snacking between meals,DIAD,N,170,109526,Danyette,427112,Askey,0,0,348112,Amoth Park,39,Sainte-Agathe-des-Monts,Canada,CA,CAN,N,,,
101,1003,Scholar Behavior Analysis Department,Disrespect teachers,SBAD,N,179,103860,Mack,423618,Gluyus,0,0,344618,Green Ridge Crossing,211,Tawaramoto,Japan,JP,JPN,N,,,
101,1002,Scholar Behavior Analysis Department,Bullying peers,SBAD,N,194,102666,Yardley,422866,Marney,9,1,343866,Melody Pass,31,Przecław,Poland,PL,POL,Y,,,
256,3878,Affective Empathy Analysis Department,Disregard for rules,AEAD,N,183,113590,Samuel,429579,Deeks,1,1,350579,Delaware Drive,75,Aachen,Germany,DE,DEU,Y,787530,Glendale Way,12
437,7652,Awesome Behavior Detection Department,Exceptional behaviour at home,ABDD,Y,194,114804,Frederick,430327,Gray,9,0,351327,Hallows Pass,225,Ignalina,Lithuania,LT,LTU,Y,,,
437,7654,Awesome Behavior Detection Department,An angel fallen from heaven,ABDD,Y,197,118266,Arabele,432470,Manilove,10,1,353470,Meadow Vale Trail,158,Ozimek,Poland,PL,POL,Y,787891,Towne Hill,213
123,2406,Dietary Intake Analysis Department,Too much sugar,DIAD,N,143,105543,Howard,424629,Rotte,0,0,345629,Roxbury Crossing,7,Lilla Edet,Sweden,SE,SWE,Y,,,
256,3877,Affective Empathy Analysis Department,Room messed up,AEAD,N,179,112350,Beckie,428827,Whittenbury,17,0,349827,Village Green Trail,96,El Paso,United States,US,USA,N,,,
437,7654,Awesome Behavior Detection Department,An angel fallen from heaven,ABDD,Y,197,117389,Birgit,431912,Jacobovitz,6,0,352912,Judy Street,135,Eindhoven,Netherlands,NL,NLD,Y,,,
123,2407,Dietary Intake Analysis Department,Not eating veggies,DIAD,N,190,107376,Barth,425761,Mayo,11,0,346761,Menomonie Park,194,Skarbimierz Osiedle,Poland,PL,POL,Y,,,
256,3878,Affective Empathy Analysis Department,Disregard for rules,AEAD,N,183,113960,Herschel,429809,Lyon,15,0,350809,Mariners Cove Hill,240,Koniaków,Poland,PL,POL,Y,,,
123,2409,Dietary Intake Analysis Department,Snacking between meals,DIAD,N,170,109548,Auroora,427123,Fishpond,17,1,348123,Fordem Court,156,Piltown,Ireland,IE,IRL,Y,,,
101,1001,Scholar Behavior Analysis Department,Bad scores,SBAD,N,174,100846,Wells,421758,Callis,13,0,342758,Cambridge Road,168,Orimattila,Finland,FI,FIN,Y,,,
123,2407,Dietary Intake Analysis Department,Not eating veggies,DIAD,N,190,106621,Merissa,425302,Colcomb,3,0,346302,Columbus Junction,221,La Roche-sur-Yon,France,FR,FRA,Y,,,
123,2407,Dietary Intake Analysis Department,Not eating veggies,DIAD,N,190,106701,Corabella,425350,Yeardsley,1,0,346350,West Place,124,Bellevue,United States,US,USA,N,,,
437,7654,Awesome Behavior Detection Department,An angel fallen from heaven,ABDD,Y,197,117955,Ewen,432274,Croser,2,0,353274,Crownhardt Trail,219,Karlsruhe,Germany,DE,DEU,Y,,,
437,7652,Awesome Behavior Detection Department,Exceptional behaviour at home,ABDD,Y,194,114631,Christoforo,430221,Luney,5,0,351221,Marcy Park,195,Kluki,Poland,PL,POL,Y,,,
437,7652,Awesome Behavior Detection Department,Exceptional behaviour at home,ABDD,Y,194,115035,Micah,430473,Curman,7,0,351473,Darwin Hill,178,Nürnberg,Germany,DE,DEU,Y,,,
256,3875,Affective Empathy Analysis Department,Repetitive tantrums,AEAD,N,201,110446,Alexine,427651,Hopfer,3,0,348651,Huxley Way,64,Doetinchem,Netherlands,NL,NLD,Y,,,
123,2408,Dietary Intake Analysis Department,Only eating with supervision,DIAD,N,164,108285,Cally,426352,Ryall,4,0,347352,Russell Trail,49,Västerås,Sweden,SE,SWE,Y,,,
123,2406,Dietary Intake Analysis Department,Too much sugar,DIAD,N,143,105870,Jeremias,424834,Suff,10,1,345834,Summit Pass,103,Gary,United States,US,USA,N,786950,Bashford Parkway,232
101,1001,Scholar Behavior Analysis Department,Bad scores,SBAD,N,174,101382,Courtenay,422097,Pittham,11,0,343097,Petterle Street,159,Cerkvenjak,Slovenia,SI,SVN,Y,,,
101,1004,Scholar Behavior Analysis Department,Ditching classes,SBAD,N,166,104213,Susie,423829,Meehan,18,0,344829,Moland Alley,81,Łobez,Poland,PL,POL,Y,,,
