childid,first_name,familyid,age,misbehaviorindex
101042,Kristyn,421880,17,0.8080097501
101043,Neddie,421881,4,0.050354575
101044,Lucien,421882,2,0.0535381008
101045,Clo,421882,10,0.001444477
101046,Henryetta,421883,2,0.3066322915
101047,Itch,421884,16,0.0002916567
101048,Gardener,421885,14,0.0004467758
101049,Artemis,421886,8,0.3146238711
101050,Renato,421887,4,0.0222499147
101051,Pattin,421887,3,0.8723557371
101052,Adair,421888,8,0.2107969485
101053,Isahella,421888,4,0.1532061804
101054,Claus,421889,8,0.0053409048
101055,Bale,421890,11,0.0355777884
101056,Trevor,421890,2,0.0115043231
101057,Fritz,421890,7,0.386130741
101058,Valeria,421891,11,1.530163E-12
101059,Kimmie,421892,0,0.001581112
101060,Stesha,421893,17,0.0656094199
101061,Even,421894,8,0.1876207917
101062,Edwin,421895,0,0.0051753827
101063,Aguie,421895,5,0.0265093256
101064,Frannie,421896,14,3.1634001E-6
101065,Rossy,421896,2,0.0046148918
101066,Riki,421897,12,0.0190318552
101067,Tiffi,421898,9,0.0001148778
101068,Madge,421898,15,0.0000491787
101069,Artus,421898,4,0.0005668919
101070,Husein,421899,11,0.0392205202
101071,Gipsy,421899,8,0.5009723738
101072,Tibold,421900,12,0.075156573
101073,Osbert,421900,11,0.0237496338
101074,Harland,421901,16,0.0000375378
101075,Prince,421902,2,0.0198211873
101076,Libbie,421903,7,0.0024751502
101077,Mirabel,421903,6,0.3991219503
101078,Kati,421903,2,0.0001830054
101079,Gerrilee,421904,1,0.0000856763
101080,Thain,421904,13,6.8176837E-7
101081,Giulio,421905,11,1.0978091E-7
101082,Ami,421906,6,0.1531028224
101083,Sayre,421907,8,0.0190034506
101084,Calida,421908,0,0.7273899282
101085,Lilas,421908,12,0.0000108921
101086,Chadwick,421909,4,0.1031416862
101087,Ellette,421910,12,0.1416735083
101088,Tessi,421911,6,0.2312080293
101089,Olivia,421911,14,0.0001292069
101090,Deirdre,421912,9,0.4783304864
101091,Kimberlee,421913,17,0.1192818003
101092,Brion,421914,13,0.0236581823
101093,Doralia,421914,5,0.0166016487
101094,Dimitry,421914,1,0.2807699593
101095,Tremain,421915,17,0.1580423579
101096,Morganne,421915,5,0.2013873416
101097,Korey,421916,9,0.0425847392
101098,Filia,421916,8,0.0611852199
101099,Eal,421917,0,0.6012228242
101100,Corabelle,421918,5,0.0013326432
101101,Guntar,421918,1,2.1804515E-6
101102,Xever,421918,17,0.000123787
101103,Holden,421919,13,0.2407343632
101104,Leroi,421919,9,0.0000491489
101105,Fonsie,421920,9,0.7919624819
101106,Betty,421921,16,0.0004049483
101107,Emalee,421921,10,0.0722116
101108,Regine,421921,0,0.0009897408
101109,Fidelio,421922,8,3.2538621E-7
101110,Homere,421923,11,0.0007406958
101111,Delcine,421924,6,0.7801364214
101112,Mahala,421925,16,0.0554516286
101113,Gaston,421926,16,0.1129162128
101114,Barbra,421927,6,1.1795116E-6
101115,Mae,421927,7,0.0000103654
101116,Yalonda,421928,11,0.0274980074
101117,Vernon,421928,12,0.1213665499
101118,Bradly,421928,14,0.8045189906
101119,Irena,421929,15,0.2619583013
101120,Calv,421929,12,0.9714234762
101121,Abran,421929,8,0.1093558755
101122,Rafi,421930,12,0.4775085946
101123,Tyrone,421931,13,0.2925119691
101124,Casey,421932,16,0.7710368977
101125,Laurice,421932,15,0.0710222167
101126,Kaine,421933,14,0.0000181483
101127,Derward,421934,2,3.4440188E-9
101128,Sophey,421934,9,0.6049017813
101129,Magda,421935,16,1.2354642E-7
101130,Gerti,421936,14,9.8472017E-8
101131,Stace,421936,14,0.0570524739
101132,Kristien,421937,4,0.1587455858
101133,Sadye,421938,10,0.4631299752
101134,Orel,421938,17,0.1533577307
101135,Gwen,421938,6,0.0207553103
101136,Carin,421939,14,0.292859951
101137,Nickie,421940,13,0.2238441441
101138,Barnabe,421941,15,0.0022493828
101139,Sybil,421941,14,0.456434634
101140,Philippe,421941,9,0.0030568021
101141,Midge,421942,11,0.3004937738
101142,Markos,421943,16,0.1085189155
101143,Jamaal,421944,4,0.2428062158
101144,Bondie,421944,11,0.001354962
101145,Almeta,421944,2,0.0027489591
101146,Wallis,421945,13,0.0008322696
101147,Winfred,421946,7,0.0933511299
101148,Aveline,421947,2,0.6696019206
101149,Ely,421947,5,0.0166778065
101150,Maren,421948,1,0.0026749333
101151,Chandra,421949,17,0.6270857927
101152,Philippe,421950,12,0.0005797433
101153,Daveen,421950,0,0.1836613112
101154,Tobit,421951,16,8.666625E-9
101155,Noach,421951,10,0.0002164047
101156,Gennie,421951,12,0.0005610661
101157,Val,421952,3,0.000013014
101158,Barn,421952,1,2.645156E-10
101159,Derrek,421953,18,0.0433445081
101160,Toiboid,421953,6,0.7610910723
101161,Madlin,421954,6,0.0970114274
101162,Reid,421955,15,0.4070938461
101163,Gabriela,421956,14,0.0709321625
101164,Kathleen,421956,2,1.1258267E-7
101165,Ransell,421957,13,0.4797831171
101166,Faye,421957,13,0.0033056744
101167,Evangelia,421958,1,5.886487E-11
101168,Cheslie,421959,10,2.5471133E-7
101169,Aluino,421960,0,0.0327344631
101170,Glory,421960,9,0.0018878187
101171,Orelle,421960,17,0.0966766922
101172,Renault,421961,14,0.4412859113
101173,Jacquelyn,421962,16,0.5951018735
101174,Caspar,421962,9,0.000195525
101175,Damiano,421962,11,0.3722115725
101176,Angela,421963,2,0.255899647
101177,Mandie,421964,13,2.7819226E-7
101178,Malchy,421964,8,0.0025521241
101179,Nettle,421964,6,0.0008463
101180,Fawnia,421965,10,0.0158892108
101181,Rodrigo,421965,10,0.0009824607
101182,Vivi,421966,11,0.0023256809
101183,Reta,421967,7,2.2145155E-7
101184,Leighton,421968,1,0.1004891989
101185,Hunt,421968,16,0.1542348355
101186,Cthrine,421969,12,0.1643806304
101187,Jourdan,421969,15,0.000738988
101188,Roseline,421969,18,0.0017305246
101189,Shanon,421970,13,0.0000105036
101190,Rudd,421970,15,0.0004811766
101191,Reggis,421971,8,0.2800738627
101192,Amil,421971,2,0.0001631946
101193,Gordon,421971,3,1.3594339E-7
101194,Xena,421972,8,0.372931334
101195,Melodie,421973,8,0.0723827352
101196,Tarra,421974,5,0.001557953
101197,Isac,421974,11,0.0502540105
101198,Jamie,421975,16,0.0270699202
101199,Jone,421976,17,0.3007675888
101200,Catina,421977,17,0.4196060333
101201,Martie,421978,7,0.0526388343
101202,Lewes,421979,6,0.5507263
101203,Anica,421979,2,0.0016163121
101204,Corina,421980,10,0.0030091648
101205,Jacenta,421980,4,0.2643234821
101206,Steffane,421981,14,0.0000101482
101207,Sloan,421981,13,0.0002888385
101208,Adi,421982,4,0.2074210947
101209,Dulcea,421983,13,0.0025588535
101210,Anett,421984,5,0.0983124194
101211,Giordano,421985,17,0.000150808
101212,Nikki,421986,2,0.051946167
101213,Mae,421987,1,0.0000347746
101214,Dorita,421987,9,0.1321834223
101215,Charo,421988,7,0.5009427978
101216,Rog,421989,2,0.0000328046
101217,Maxim,421989,5,0.0001550023
101218,Charyl,421990,3,0.0648306668
101219,Julius,421991,9,0.0000148089
101220,Adah,421992,14,0.0029539858
101221,Chauncey,421993,6,0.0003157173
101222,Pincas,421994,11,0.0467050821
101223,Hollie,421995,2,0.0005078371
101224,Stanwood,421996,12,0.0047063553
101225,Krystal,421997,13,2.3775817E-6
101226,Annaliese,421997,0,0.0935527328
101227,Quinta,421998,16,0.1155770945
101228,Goran,421998,3,6.2104251E-6
101229,Rachael,421999,9,3.0253063E-6
101230,Opalina,422000,1,2.7229274E-7
101231,Jared,422000,5,0.0053082133
101232,Sibyl,422001,6,0.9416459008
101233,Izaak,422001,6,0.0743907801
101234,Eric,422002,2,0.0004024682
101235,Gerrard,422003,17,0.2511418574
101236,Clio,422004,6,0.4806799352
101237,Lurline,422005,2,0.2318521634
101238,Lenette,422006,17,0.0039335088
101239,Lydia,422006,15,0.0299789071
101240,Noelani,422007,15,0.0014191717
101241,Leena,422008,10,0.0468290058
101242,Matthus,422008,15,0.000109777
101243,Kira,422008,12,0.0001472208
101244,Rozele,422009,3,0.0483325424
101245,Rodd,422010,12,0.5945127954
101246,Erie,422010,3,0.0986547652
101247,Benjy,422011,3,2.8794366E-7
101248,Sonja,422011,5,0.0015025413
101249,Ariela,422012,5,3.399272E-10
101250,Sampson,422012,5,0.5437265101
101251,Vanna,422013,6,0.1864500684
101252,Harri,422014,10,3.1391476E-6
101253,Diane-marie,422014,15,0.0153863375
101254,Nye,422014,3,0.1628703301
101255,Carma,422015,6,0.0000561207
101256,Georgette,422016,10,0.0096127618
101257,Dewain,422017,5,0.0545787098
101258,Lelah,422018,11,0.5894723627
101259,Ring,422019,12,2.7714732E-7
101260,Renell,422020,13,0.0000553517
101261,Aldous,422021,18,0.01413887
101262,Albertine,422021,5,0.0030561559
101263,Bab,422022,5,0.5459776997
101264,Jamesy,422023,9,0.0040697943
101265,Kristoforo,422024,4,0.9711069549
101266,Trevor,422024,6,0.5499749342
101267,Jonis,422025,16,0.2583825283
101268,Ware,422026,17,0.6993973336
101269,Lucias,422027,13,0.0186628443
101270,Sheena,422028,15,0.1195217368
101271,Lilla,422029,2,0.8068527005
101272,Rycca,422030,13,4.4061407E-6
101273,Riley,422031,13,0.0235902572
101274,Edna,422031,2,0.0012726493
101275,Junie,422032,0,0.4156296131
101276,Una,422033,11,0.0006967724
101277,Keely,422033,13,0.0086412261
101278,Holly,422033,1,0.008404695
101279,Maryanne,422034,0,0.1375199754
101280,Robinette,422034,6,0.6567477053
101281,Fanechka,422034,1,0.0080591785
101282,Kendal,422035,10,0.5872325718
101283,Dallon,422036,15,0.4299587568
101284,Midge,422037,1,0.6510530166
101285,Ingar,422037,8,0.0031401697
101286,Emmalyn,422037,0,0.68810402
101287,Lowrance,422038,8,0.0157622523
101288,Brianne,422039,0,0.3880940667
101289,Lonnard,422040,4,0.2430377546
101290,Tann,422040,12,0.0732433995
101291,Willis,422041,2,0.0279129993
101292,El,422041,12,0.0019695389
101293,Aurelea,422041,1,0.0327431267
101294,Aube,422042,18,0.0622872795
101295,Carrie,422043,15,0.211610024
101296,Bryana,422043,16,0.0763785284
101297,Arley,422044,3,0.2198428573
101298,Koo,422045,12,0.0162372386
101299,Ira,422046,13,4.3863796E-8
101300,Dermot,422046,15,0.0226255591
101301,Mattie,422047,11,7.5899647E-6
101302,Xever,422047,8,0.1316082085
101303,Marja,422048,10,0.1858320914
101304,Hugh,422048,14,0.0612909991
101305,Dix,422049,4,0.0349553122
101306,Kissee,422050,16,0.2379042285
101307,Lavena,422051,12,0.0063989258
101308,Koressa,422052,16,0.0000232967
101309,Miles,422053,13,0.0220991524
101310,Kingsley,422054,1,6.3733162E-9
101311,Forster,422055,13,0.7296541924
101312,Nora,422055,3,0.3658408574
101313,Gorden,422056,5,0.1149621364
101314,Coralyn,422056,14,0.314189148
101315,Stanfield,422057,0,0.3864374188
101316,Marv,422058,2,0.0742723948
101317,Carmelle,422058,2,0.0084591398
101318,Forster,422059,11,0.0155276583
101319,Ilse,422059,16,5.4698632E-7
101320,Graham,422060,12,0.0092323627
101321,Paquito,422060,11,0.6519659299
101322,Rozina,422061,10,0.0054209854
101323,Emmey,422061,10,0.0255523209
101324,Nikolaos,422062,14,0.0015659979
101325,Gennie,422063,3,0.3349749741
101326,Carlin,422063,7,3.1649213E-7
101327,Gonzalo,422064,8,0.0000642103
101328,Meagan,422064,5,0.0001989858
101329,Gibbie,422065,12,0.7194133843
101330,Roarke,422066,10,0.7452339761
101331,Feliza,422066,16,0.0000103523
101332,Sanson,422067,1,3.2764293E-6
101333,Cristine,422067,11,0.2188937814
101334,Johnnie,422068,13,0.1677354429
101335,Rosalyn,422069,3,0.0021071714
101336,Pietrek,422069,3,0.4229114576
101337,Tammara,422070,0,0.2401499131
101338,Charlean,422071,1,3.4893626E-6
101339,Desiree,422071,4,0.0014262568
101340,Solomon,422072,18,0.0000232561
101341,Chelsie,422073,3,0.0114600952
101342,Thurston,422073,1,0.9022489344
101343,Bebe,422074,17,0.6805427954
101344,Noam,422075,16,0.2942849727
101345,Christye,422075,16,0.7277464899
101346,Alessandro,422075,4,0.0007048592
101347,Rosmunda,422076,13,0.000788286
101348,Vincent,422077,3,0.0520282033
101349,Burty,422078,14,0.276627525
101350,Pascale,422078,14,0.6813328452
101351,Karin,422079,11,0.0000106027
101352,Jandy,422079,7,0.0257257652
101353,Genevra,422079,7,0.0000627182
101354,Barthel,422080,11,0.0351085551
101355,Cletus,422080,15,0.7950592811
101356,Fayette,422081,11,0.662560733
101357,Silvanus,422081,18,0.0372339127
101358,Sula,422081,1,0.0173934827
101359,Noell,422082,4,0.0014041077
101360,Rafferty,422082,8,0.7529686007
101361,Lorettalorna,422083,3,2.810118E-7
101362,Janette,422084,15,0.006227886
101363,Leeanne,422084,9,0.0465346631
101364,Lavinia,422085,12,0.1214088776
101365,Cherin,422085,12,0.2741568225
101366,Maurits,422085,10,0.0293923492
101367,Dyane,422086,12,0.0000148877
101368,Rahel,422087,5,0.1938651495
101369,Eleanora,422088,17,0.1620797463
101370,Davita,422089,7,0.0675610117
101371,Zorah,422089,15,0.0283352355
101372,Lindi,422090,5,0.7832768744
101373,Ernaline,422091,8,0.5914925696
101374,Mozes,422092,13,0.4538264886
101375,Renard,422092,17,0.1668010213
101376,Gina,422093,12,0.0004412184
101377,Marj,422093,10,0.0000164279
101378,Gaby,422094,2,4.5503892E-6
101379,Jeffie,422094,3,0.1872693777
101380,Carny,422095,10,0.0387619963
101381,Cleavland,422096,1,0.0000753861
101382,Courtenay,422097,12,0.1260920347
101383,Ignatius,422097,15,0.0312957334
101384,Tildie,422098,10,7.7820692E-7
101385,Brooks,422098,13,0.689804621
101386,Armin,422099,16,0.1871985641
101387,Arlen,422100,13,0.6383617535
101388,Jeri,422101,9,0.0924848687
101389,Tab,422102,11,0.0036614702
101390,Caitrin,422103,2,0.0007777232
101391,Faulkner,422104,18,0.1591178856
101392,Keir,422104,2,0.0119478196
101393,Cash,422105,18,0.0456096919
101394,Jerrylee,422105,2,0.7634385182
101395,Beatrice,422106,13,0.1649217073
101396,Berkie,422107,6,0.0126173313
101397,Lanna,422108,16,0.0003642092
101398,Findlay,422109,10,0.7683813519
101399,Juliane,422109,2,0.0074828909
101400,Gilberte,422110,11,1.4923086E-6
101401,Sydelle,422111,18,0.2604361716
101402,Lorens,422111,7,0.0152685945
101403,Audy,422112,11,0.8089015822
101404,Simone,422113,5,0.5359663933
101405,Inger,422113,6,0.0105976184
101406,Darnell,422113,1,0.0002487521
101407,Wilfrid,422114,17,0.0092055045
101408,Cherise,422114,11,0.2182916379
101409,Lock,422115,12,0.0260523623
101410,Pierette,422115,16,0.8085317986
101411,Darleen,422116,4,0.4295142545
101412,Lisetta,422117,11,0.5010779549
101413,Julian,422118,3,0.4951352792
101414,Georgette,422119,6,0.0029620415
101415,Alejandra,422119,5,0.0180668671
101416,Prue,422120,16,0.0398245445
101417,Kristian,422121,6,0.0047454864
101418,Eryn,422121,5,0.0105210053
101419,Jyoti,422121,2,0.71816411
101420,Libby,422122,9,0.0001449084
101421,Jamesy,422122,1,1.8910633E-6
101422,Stavros,422122,2,0.0014138259
101423,Porter,422123,16,0.008576024
101424,Waiter,422123,17,0.1991915507
101425,Chance,422124,11,0.0002595571
101426,John,422124,7,1.085008E-11
101427,Seth,422125,11,0.0043263025
101428,Lucio,422126,1,0.0002684063
101429,Issy,422127,6,0.1740475516
101430,Maurizio,422127,3,0.0206999979
101431,Ikey,422128,1,0.0917679471
101432,Glori,422129,16,3.0576379E-7
101433,Ivor,422129,18,0.0173559298
101434,Melodee,422130,1,0.1098756909
101435,Vidovik,422130,14,0.0569326723
101436,Fons,422130,6,0.0024525165
101437,Jamaal,422131,7,0.1093162783
101438,Dolf,422131,16,0.0038490006
101439,Reube,422132,16,1.00036E-12
101440,Siward,422133,12,0.0254894686
101441,Boigie,422134,4,0.2181823723
101442,Tiphany,422135,14,0.0081259671
101443,Sampson,422136,3,0.073097441
101444,Brooks,422136,18,0.0140459363
101445,Tammara,422136,12,7.8930495E-6
101446,Andie,422137,16,0.0255687969
101447,Xerxes,422138,4,0.8644287464
101448,Brooke,422138,15,1.2171327E-7
101449,Deloris,422139,16,0.4685800219
101450,Russ,422140,7,0.0002708121
101451,Minni,422140,7,0.044339115
101452,Carlynn,422141,8,0.9974929063
101453,Prudi,422141,7,0.0244519576
101454,Fanny,422141,7,0.9136845864
101455,Asa,422142,4,6.468268E-9
101456,Eugenia,422143,1,0.0170085907
101457,Odilia,422144,9,0.6275579662
101458,Beniamino,422144,2,0.1464916316
101459,Rachael,422144,16,0.2539012111
101460,Verge,422145,13,0.046713293
101461,Rosalind,422145,17,0.0497414135
101462,Hercule,422145,8,0.0046097303
101463,Carin,422146,8,0.0004222764
101464,Carmon,422146,5,0.0000385554
101465,Fidel,422146,18,0.5494256634
101466,Netty,422147,9,0.1023908404
101467,Dasha,422148,15,0.0776105521
101468,Griffie,422148,17,0.0010513082
101469,Ferdy,422149,14,0.0071185673
101470,Tyler,422150,15,0.0116749814
101471,Wilt,422151,2,0.2611131112
101472,Gasper,422152,10,0.0838518404
101473,Amandie,422153,9,0.0001678104
101474,Dory,422154,13,0.1479077519
101475,Kaitlyn,422154,9,0.0063423267
101476,Samson,422155,4,0.0256736146
101477,Mureil,422155,14,0.3217859573
101478,Cyrille,422156,16,0.1215294366
101479,Tybi,422157,2,0.0913947026
101480,Ariana,422158,4,0.1214033406
101481,Klemens,422159,5,1.955188E-6
101482,Ailbert,422159,11,0.2220703057
101483,Floyd,422160,17,0.4008211468
101484,Arin,422160,1,0.0480920933
101485,Cory,422161,3,0.0180227327
101486,Desi,422161,14,0.573959647
101487,Yoko,422161,7,0.002548112
101488,Ileana,422162,8,0.0805659161
101489,Tawnya,422163,16,0.1501664673
101490,Raymond,422163,5,0.1510873684
101491,Ambrose,422163,9,0.0340935732
101492,Jessee,422164,6,0.7285484081
101493,Howie,422165,11,0.1904967266
101494,Konstance,422166,13,3.3095393E-6
101495,Leroy,422166,3,0.4373250683
101496,Zackariah,422166,10,0.1452507504
101497,Guthry,422167,15,0.3604172263
101498,Rica,422167,12,0.7408519519
101499,Karmen,422167,13,0.2074462814
101500,Gertrude,422168,18,0.0207931262
101501,Lanni,422169,3,0.8713669389
101502,Marthe,422169,1,0.0160974748
101503,Helen,422170,9,0.000211743
101504,Goldina,422171,17,0.0674625088
101505,Kin,422172,4,0.0356689852
101506,Pansy,422172,9,0.4608123758
101507,Melloney,422173,16,0.0281930296
101508,Hurlee,422173,12,0.052080218
101509,Sanson,422174,9,0.0960034046
101510,Lula,422174,8,0.144983012
101511,Nadya,422175,3,0.0000534945
101512,Stace,422176,9,0.0006959565
101513,Vernice,422176,9,4.7756921E-6
101514,Ginelle,422177,6,0.0964184542
101515,Bren,422177,5,0.2623165264
101516,Abba,422178,13,0.0092330228
101517,Thekla,422178,13,4.503783E-6
101518,Germain,422179,8,0.6516831259
101519,Trisha,422180,8,0.5484026073
101520,Belvia,422180,14,0.0403372967
101521,Damaris,422181,3,0.0772084742
101522,Marylynne,422182,14,0.0004333098
101523,Inge,422183,14,0.0074663275
101524,Mal,422183,5,0.0139082787
101525,Issy,422184,3,0.3071576501
101526,Moira,422185,1,0.3899635157
101527,Ernest,422185,7,0.1160351416
101528,Arlette,422185,8,0.0107750073
101529,Basile,422186,6,0.7006270112
101530,Cathi,422187,0,0.3013175612
101531,Maryanna,422187,11,0.257580067
101532,Carlye,422188,6,0.0017941211
101533,Jasmine,422188,9,1.2512647E-6
101534,Kassandra,422188,12,0.1368901506
101535,Lamond,422189,8,0.0731167531
101536,Benny,422190,12,0.0005301751
101537,Clyve,422191,8,0.3295163182
101538,Meridith,422191,9,0.1935624145
101539,Lester,422192,11,0.0091426343
101540,Todd,422193,16,0.6232422193
101541,Oby,422194,1,0.0089436555
101542,Karie,422194,13,0.0895585132
101543,Humphrey,422194,12,0.0556624493
101544,Tynan,422195,11,0.0001784495
101545,Emilee,422196,2,0.0880503152
101546,Tish,422197,13,0.3523868397
101547,Stacia,422197,15,0.2997295585
